Frequency(Hz),Current_Fault,P2306001,P2306003,Eng Unit,P2305002,AMEC
4.04E+06,2.14819189,2.128715646,2.133829867,2.13E+00,2.13E+00,2.13E+00
4.04E+06,2.14906739,2.129582187,2.134630409,2.13E+00,2.13E+00,2.13E+00
4.04E+06,2.149871106,2.130357075,2.135486011,2.13E+00,2.13E+00,2.13E+00
4.05E+06,2.150732726,2.131235348,2.136249282,2.14E+00,2.13E+00,2.13E+00
4.05E+06,2.151543607,2.132052992,2.137091445,2.14E+00,2.13E+00,2.13E+00
4.05E+06,2.152430768,2.132832885,2.137915307,2.14E+00,2.13E+00,2.13E+00
4.05E+06,2.153271213,2.133686528,2.138723248,2.14E+00,2.13E+00,2.13E+00
4.06E+06,2.154066556,2.134487894,2.139573055,2.14E+00,2.13E+00,2.13E+00
4.06E+06,2.154946362,2.13526916,2.140367701,2.14E+00,2.13E+00,2.13E+00
4.06E+06,2.155787156,2.136124278,2.141157981,2.14E+00,2.14E+00,2.13E+00
4.06E+06,2.156567417,2.136960371,2.142036644,2.14E+00,2.14E+00,2.13E+00
4.07E+06,2.157440935,2.137744214,2.14279602,2.14E+00,2.14E+00,2.13E+00
4.07E+06,2.158231626,2.138578109,2.143615034,2.14E+00,2.14E+00,2.14E+00
4.07E+06,2.159088076,2.139333993,2.144408448,2.14E+00,2.14E+00,2.14E+00
4.07E+06,2.159940518,2.140168877,2.145170661,2.14E+00,2.14E+00,2.14E+00
4.08E+06,2.160721242,2.140958521,2.146025191,2.15E+00,2.14E+00,2.14E+00
4.08E+06,2.161576135,2.141744774,2.146804269,2.15E+00,2.14E+00,2.14E+00
4.08E+06,2.162406417,2.142589387,2.147557677,2.15E+00,2.14E+00,2.14E+00
4.08E+06,2.163170828,2.143380243,2.148409185,2.15E+00,2.14E+00,2.14E+00
4.09E+06,2.164044912,2.144140409,2.149169724,2.15E+00,2.14E+00,2.14E+00
4.09E+06,2.164869967,2.144977288,2.150000967,2.15E+00,2.14E+00,2.14E+00
4.09E+06,2.165640067,2.145745196,2.150796795,2.15E+00,2.15E+00,2.14E+00
4.09E+06,2.166482813,2.146550664,2.151546094,2.15E+00,2.15E+00,2.14E+00
4.10E+06,2.167275804,2.147371219,2.152401006,2.15E+00,2.15E+00,2.14E+00
4.10E+06,2.168091615,2.148107853,2.153158943,2.15E+00,2.15E+00,2.15E+00
4.10E+06,2.168941273,2.148939822,2.153918226,2.15E+00,2.15E+00,2.15E+00
4.10E+06,2.169679033,2.149690267,2.154745434,2.15E+00,2.15E+00,2.15E+00
4.11E+06,2.170561404,2.150459141,2.155487335,2.15E+00,2.15E+00,2.15E+00
4.11E+06,2.171327314,2.151310622,2.15629962,2.16E+00,2.15E+00,2.15E+00
4.11E+06,2.172115404,2.152058809,2.157075854,2.16E+00,2.15E+00,2.15E+00
4.11E+06,2.172937987,2.152831503,2.157816651,2.16E+00,2.15E+00,2.15E+00
4.12E+06,2.17374469,2.153627743,2.158617887,2.16E+00,2.15E+00,2.15E+00
4.12E+06,2.174545436,2.15436411,2.159409798,2.16E+00,2.15E+00,2.15E+00
4.12E+06,2.175366303,2.155195047,2.160147733,2.16E+00,2.15E+00,2.15E+00
4.12E+06,2.176079801,2.155972799,2.160962026,2.16E+00,2.16E+00,2.15E+00
4.13E+06,2.176944544,2.156706261,2.161713149,2.16E+00,2.16E+00,2.15E+00
4.13E+06,2.177764772,2.157509958,2.162471824,2.16E+00,2.16E+00,2.15E+00
4.13E+06,2.178474642,2.158250866,2.163278249,2.16E+00,2.16E+00,2.16E+00
4.13E+06,2.179324528,2.159027635,2.164011246,2.16E+00,2.16E+00,2.16E+00
4.14E+06,2.180084047,2.159846504,2.164810232,2.16E+00,2.16E+00,2.16E+00
4.14E+06,2.180877293,2.160538719,2.165551776,2.16E+00,2.16E+00,2.16E+00
4.14E+06,2.181714441,2.161340845,2.166312691,2.17E+00,2.16E+00,2.16E+00
4.14E+06,2.182435725,2.162119259,2.167075411,2.17E+00,2.16E+00,2.16E+00
4.15E+06,2.183252048,2.162815048,2.167838561,2.17E+00,2.16E+00,2.16E+00
4.15E+06,2.18405053,2.163657981,2.168569705,2.17E+00,2.16E+00,2.16E+00
4.15E+06,2.184767634,2.164374122,2.169351546,2.17E+00,2.16E+00,2.16E+00
4.15E+06,2.185632221,2.165119859,2.170080651,2.17E+00,2.16E+00,2.16E+00
4.16E+06,2.18640694,2.165901923,2.170873088,2.17E+00,2.17E+00,2.16E+00
4.16E+06,2.187113707,2.166612306,2.171619028,2.17E+00,2.17E+00,2.16E+00
4.16E+06,2.1879682,2.167398559,2.172344211,2.17E+00,2.17E+00,2.16E+00
4.16E+06,2.188708126,2.168157698,2.17315495,2.17E+00,2.17E+00,2.17E+00
4.17E+06,2.189503496,2.168875234,2.173838332,2.17E+00,2.17E+00,2.17E+00
4.17E+06,2.190281573,2.169677184,2.174572089,2.17E+00,2.17E+00,2.17E+00
4.17E+06,2.190988767,2.170417202,2.175349437,2.17E+00,2.17E+00,2.17E+00
4.17E+06,2.191857775,2.171119681,2.176093015,2.18E+00,2.17E+00,2.17E+00
4.18E+06,2.192599992,2.171919246,2.176817637,2.18E+00,2.17E+00,2.17E+00
4.18E+06,2.193289656,2.172626583,2.177602155,2.18E+00,2.17E+00,2.17E+00
4.18E+06,2.194136727,2.173370806,2.178302526,2.18E+00,2.17E+00,2.17E+00
4.18E+06,2.194861804,2.17413544,2.179075722,2.18E+00,2.17E+00,2.17E+00
4.19E+06,2.195623001,2.174807886,2.179822084,2.18E+00,2.17E+00,2.17E+00
4.19E+06,2.196436509,2.175592509,2.180502703,2.18E+00,2.18E+00,2.17E+00
4.19E+06,2.197111265,2.176330321,2.18127775,2.18E+00,2.18E+00,2.17E+00
4.19E+06,2.197963827,2.177053136,2.1820152,2.18E+00,2.18E+00,2.17E+00
4.20E+06,2.198708938,2.177833619,2.182705022,2.18E+00,2.18E+00,2.18E+00
4.20E+06,2.199394216,2.178507195,2.183470622,2.18E+00,2.18E+00,2.18E+00
4.20E+06,2.200191071,2.179257186,2.18420644,2.18E+00,2.18E+00,2.18E+00
4.20E+06,2.200929878,2.180036192,2.184931354,2.18E+00,2.18E+00,2.18E+00
4.21E+06,2.201682914,2.180725954,2.185662662,2.18E+00,2.18E+00,2.18E+00
4.21E+06,2.202483887,2.181461523,2.186361811,2.19E+00,2.18E+00,2.18E+00
4.21E+06,2.203182229,2.182203272,2.187121931,2.19E+00,2.18E+00,2.18E+00
4.21E+06,2.20396148,2.182885209,2.18785101,2.19E+00,2.18E+00,2.18E+00
4.22E+06,2.204729397,2.183652562,2.18855122,2.19E+00,2.18E+00,2.18E+00
4.22E+06,2.205414516,2.184366006,2.189280711,2.19E+00,2.18E+00,2.18E+00
4.22E+06,2.206234456,2.185068867,2.189972712,2.19E+00,2.18E+00,2.18E+00
4.22E+06,2.206986059,2.185805631,2.190712665,2.19E+00,2.19E+00,2.18E+00
4.23E+06,2.207659464,2.186503937,2.191458106,2.19E+00,2.19E+00,2.18E+00
4.23E+06,2.20844526,2.187231769,2.192147536,2.19E+00,2.19E+00,2.18E+00
4.23E+06,2.20918253,2.187959331,2.192877449,2.19E+00,2.19E+00,2.19E+00
4.23E+06,2.209913211,2.188632536,2.193564691,2.19E+00,2.19E+00,2.19E+00
4.24E+06,2.210677975,2.18939635,2.194257399,2.19E+00,2.19E+00,2.19E+00
4.24E+06,2.211375375,2.190085674,2.195017507,2.19E+00,2.19E+00,2.19E+00
4.24E+06,2.212149715,2.190770725,2.195687145,2.20E+00,2.19E+00,2.19E+00
4.24E+06,2.212864607,2.191534433,2.196392211,2.20E+00,2.19E+00,2.19E+00
4.25E+06,2.213551485,2.192215132,2.19712868,2.20E+00,2.19E+00,2.19E+00
4.25E+06,2.214395382,2.192904268,2.197819455,2.20E+00,2.19E+00,2.19E+00
4.25E+06,2.215074705,2.19366871,2.198558287,2.20E+00,2.19E+00,2.19E+00
4.25E+06,2.215797434,2.194293706,2.199241976,2.20E+00,2.19E+00,2.19E+00
4.26E+06,2.216572546,2.195036395,2.19991876,2.20E+00,2.19E+00,2.19E+00
4.26E+06,2.217243962,2.195742387,2.200649919,2.20E+00,2.20E+00,2.19E+00
4.26E+06,2.218013585,2.19642179,2.201328476,2.20E+00,2.20E+00,2.19E+00
4.26E+06,2.218742382,2.197158118,2.202019479,2.20E+00,2.20E+00,2.19E+00
4.27E+06,2.21943175,2.197852552,2.202756733,2.20E+00,2.20E+00,2.20E+00
4.27E+06,2.220179435,2.198538389,2.203437892,2.20E+00,2.20E+00,2.20E+00
4.27E+06,2.220911141,2.199263437,2.204120917,2.20E+00,2.20E+00,2.20E+00
4.27E+06,2.221594737,2.199961701,2.204847745,2.20E+00,2.20E+00,2.20E+00
4.28E+06,2.22237115,2.200626154,2.205500589,2.20E+00,2.20E+00,2.20E+00
4.28E+06,2.223069505,2.201329382,2.206231394,2.21E+00,2.20E+00,2.20E+00
4.28E+06,2.223763005,2.20200336,2.206906614,2.21E+00,2.20E+00,2.20E+00
4.28E+06,2.224500889,2.202737147,2.207571733,2.21E+00,2.20E+00,2.20E+00
4.29E+06,2.225181596,2.203416568,2.208287376,2.21E+00,2.20E+00,2.20E+00
4.29E+06,2.225935499,2.204072347,2.208969927,2.21E+00,2.20E+00,2.20E+00
4.29E+06,2.226671932,2.204794483,2.209649476,2.21E+00,2.20E+00,2.20E+00
4.29E+06,2.227344799,2.205490633,2.210368388,2.21E+00,2.21E+00,2.20E+00
4.30E+06,2.228085297,2.20613045,2.211036859,2.21E+00,2.21E+00,2.20E+00
4.30E+06,2.228787247,2.206851518,2.211705529,2.21E+00,2.21E+00,2.20E+00
4.30E+06,2.229468079,2.207507315,2.212409833,2.21E+00,2.21E+00,2.21E+00
4.30E+06,2.230226084,2.208221409,2.213046337,2.21E+00,2.21E+00,2.21E+00
4.31E+06,2.230909956,2.208893603,2.21377952,2.21E+00,2.21E+00,2.21E+00
4.31E+06,2.231607025,2.209527921,2.214429862,2.21E+00,2.21E+00,2.21E+00
4.31E+06,2.232357389,2.2102599,2.21508866,2.21E+00,2.21E+00,2.21E+00
4.31E+06,2.233013015,2.210906052,2.215798676,2.22E+00,2.21E+00,2.21E+00
4.32E+06,2.233754571,2.211583977,2.216453168,2.22E+00,2.21E+00,2.21E+00
4.32E+06,2.234444571,2.212290742,2.217127104,2.22E+00,2.21E+00,2.21E+00
4.32E+06,2.23512152,2.212949784,2.217821805,2.22E+00,2.21E+00,2.21E+00
4.32E+06,2.235846762,2.213610616,2.218497186,2.22E+00,2.21E+00,2.21E+00
4.33E+06,2.236552654,2.214314578,2.219172016,2.22E+00,2.21E+00,2.21E+00
4.33E+06,2.237225521,2.214962688,2.219843442,2.22E+00,2.21E+00,2.21E+00
4.33E+06,2.237940338,2.215649572,2.220471393,2.22E+00,2.22E+00,2.21E+00
4.33E+06,2.238618468,2.216314215,2.221181331,2.22E+00,2.22E+00,2.21E+00
4.34E+06,2.23933331,2.216946467,2.221831653,2.22E+00,2.22E+00,2.21E+00
4.34E+06,2.240034976,2.217635103,2.222496772,2.22E+00,2.22E+00,2.22E+00
4.34E+06,2.240681168,2.218311324,2.223197718,2.22E+00,2.22E+00,2.22E+00
4.34E+06,2.241426487,2.218987027,2.223817792,2.22E+00,2.22E+00,2.22E+00
4.35E+06,2.242113054,2.219651863,2.224495207,2.22E+00,2.22E+00,2.22E+00
4.35E+06,2.242768167,2.220299567,2.2251507,2.22E+00,2.22E+00,2.22E+00
4.35E+06,2.243502213,2.220951606,2.225824049,2.23E+00,2.22E+00,2.22E+00
4.35E+06,2.244157417,2.221633364,2.226482136,2.23E+00,2.22E+00,2.22E+00
4.36E+06,2.244838862,2.222284023,2.227153766,2.23E+00,2.22E+00,2.22E+00
4.36E+06,2.245533735,2.222952532,2.227752262,2.23E+00,2.22E+00,2.22E+00
4.36E+06,2.246242882,2.223587702,2.228471797,2.23E+00,2.22E+00,2.22E+00
4.36E+06,2.246923096,2.224228547,2.229098224,2.23E+00,2.22E+00,2.22E+00
4.37E+06,2.247613566,2.224917878,2.229742911,2.23E+00,2.23E+00,2.22E+00
4.37E+06,2.248254831,2.225560381,2.230421709,2.23E+00,2.23E+00,2.22E+00
4.37E+06,2.248976082,2.226222274,2.231034803,2.23E+00,2.23E+00,2.22E+00
4.37E+06,2.249645645,2.226887243,2.23171028,2.23E+00,2.23E+00,2.22E+00
4.38E+06,2.250312869,2.227503991,2.232369327,2.23E+00,2.23E+00,2.23E+00
4.38E+06,2.251019885,2.228177885,2.232988651,2.23E+00,2.23E+00,2.23E+00
4.38E+06,2.251668622,2.22880102,2.233656126,2.23E+00,2.23E+00,2.23E+00
4.38E+06,2.252351329,2.229450277,2.234302365,2.23E+00,2.23E+00,2.23E+00
4.39E+06,2.253051525,2.230134643,2.234930852,2.23E+00,2.23E+00,2.23E+00
4.39E+06,2.253709286,2.230760944,2.235608132,2.24E+00,2.23E+00,2.23E+00
4.39E+06,2.254370596,2.231376018,2.236260292,2.24E+00,2.23E+00,2.23E+00
4.39E+06,2.255062127,2.232063489,2.2368802,2.24E+00,2.23E+00,2.23E+00
4.40E+06,2.255699508,2.232707675,2.237545014,2.24E+00,2.23E+00,2.23E+00
4.40E+06,2.256394329,2.233331707,2.23813696,2.24E+00,2.23E+00,2.23E+00
4.40E+06,2.257067474,2.234003532,2.238801443,2.24E+00,2.23E+00,2.23E+00
4.40E+06,2.257721637,2.234605905,2.239475655,2.24E+00,2.23E+00,2.23E+00
4.41E+06,2.258404886,2.235245977,2.240082363,2.24E+00,2.24E+00,2.23E+00
4.41E+06,2.259032615,2.235896941,2.240745257,2.24E+00,2.24E+00,2.23E+00
4.41E+06,2.259717864,2.236520169,2.241340096,2.24E+00,2.24E+00,2.23E+00
4.41E+06,2.260366164,2.237180904,2.241975335,2.24E+00,2.24E+00,2.24E+00
4.42E+06,2.261073019,2.237785868,2.242651652,2.24E+00,2.24E+00,2.24E+00
4.42E+06,2.261735447,2.238425166,2.243268117,2.24E+00,2.24E+00,2.24E+00
4.42E+06,2.262371578,2.239084549,2.243922197,2.24E+00,2.24E+00,2.24E+00
4.42E+06,2.263030917,2.23967723,2.244554928,2.24E+00,2.24E+00,2.24E+00
4.43E+06,2.263707526,2.240346812,2.24517287,2.24E+00,2.24E+00,2.24E+00
4.43E+06,2.264364927,2.240965986,2.24578684,2.25E+00,2.24E+00,2.24E+00
4.43E+06,2.2650426,2.241584081,2.246429185,2.25E+00,2.24E+00,2.24E+00
4.43E+06,2.265715755,2.242216765,2.24703929,2.25E+00,2.24E+00,2.24E+00
4.44E+06,2.266310941,2.242840056,2.247677823,2.25E+00,2.24E+00,2.24E+00
4.44E+06,2.267025756,2.243478646,2.248310769,2.25E+00,2.24E+00,2.24E+00
4.44E+06,2.267667862,2.244114605,2.248903305,2.25E+00,2.24E+00,2.24E+00
4.44E+06,2.268308425,2.244721853,2.249568266,2.25E+00,2.25E+00,2.24E+00
4.45E+06,2.268977078,2.245337103,2.250212783,2.25E+00,2.25E+00,2.24E+00
4.45E+06,2.269591343,2.245980744,2.250787658,2.25E+00,2.25E+00,2.24E+00
4.45E+06,2.27021068,2.246623781,2.251419154,2.25E+00,2.25E+00,2.24E+00
4.45E+06,2.270900708,2.247214464,2.25200699,2.25E+00,2.25E+00,2.25E+00
4.46E+06,2.271584353,2.247850527,2.252658768,2.25E+00,2.25E+00,2.25E+00
4.46E+06,2.272203752,2.248433624,2.253271332,2.25E+00,2.25E+00,2.25E+00
4.46E+06,2.272855005,2.249067945,2.253901218,2.25E+00,2.25E+00,2.25E+00
4.46E+06,2.273474809,2.249718181,2.254522209,2.25E+00,2.25E+00,2.25E+00
4.47E+06,2.274142809,2.250342533,2.255143766,2.25E+00,2.25E+00,2.25E+00
4.47E+06,2.274773056,2.250942071,2.255744657,2.26E+00,2.25E+00,2.25E+00
4.47E+06,2.27544857,2.251523559,2.256368282,2.26E+00,2.25E+00,2.25E+00
4.47E+06,2.276081848,2.252161403,2.256974592,2.26E+00,2.25E+00,2.25E+00
4.48E+06,2.276702992,2.252771565,2.257597111,2.26E+00,2.25E+00,2.25E+00
4.48E+06,2.277369678,2.253387256,2.258211918,2.26E+00,2.25E+00,2.25E+00
4.48E+06,2.278023926,2.254008886,2.258783878,2.26E+00,2.25E+00,2.25E+00
4.48E+06,2.278654693,2.254634057,2.259436229,2.26E+00,2.25E+00,2.25E+00
4.49E+06,2.279275641,2.255201815,2.260061475,2.26E+00,2.26E+00,2.25E+00
4.49E+06,2.279944668,2.255833087,2.260619195,2.26E+00,2.26E+00,2.25E+00
4.49E+06,2.280522997,2.256448534,2.261242427,2.26E+00,2.26E+00,2.25E+00
4.49E+06,2.281207084,2.257049986,2.261835246,2.26E+00,2.26E+00,2.26E+00
4.50E+06,2.281864471,2.257686778,2.262443335,2.26E+00,2.26E+00,2.26E+00
4.50E+06,2.282457697,2.25824239,2.263060104,2.26E+00,2.26E+00,2.26E+00
4.50E+06,2.283106309,2.258852632,2.263668693,2.26E+00,2.26E+00,2.26E+00
4.50E+06,2.283742112,2.259472458,2.264276261,2.26E+00,2.26E+00,2.26E+00
4.51E+06,2.284353422,2.260065301,2.264887229,2.26E+00,2.26E+00,2.26E+00
4.51E+06,2.285021761,2.260677623,2.265455737,2.27E+00,2.26E+00,2.26E+00
4.51E+06,2.285634327,2.261278425,2.266086943,2.27E+00,2.26E+00,2.26E+00
4.51E+06,2.286264931,2.261885369,2.266683187,2.27E+00,2.26E+00,2.26E+00
4.52E+06,2.286909828,2.262486035,2.267283689,2.27E+00,2.26E+00,2.26E+00
4.52E+06,2.287530978,2.263080637,2.26788522,2.27E+00,2.26E+00,2.26E+00
4.52E+06,2.288152582,2.263674933,2.268458487,2.27E+00,2.26E+00,2.26E+00
4.52E+06,2.288779827,2.264286958,2.26905121,2.27E+00,2.26E+00,2.26E+00
4.53E+06,2.289407245,2.264832217,2.269678395,2.27E+00,2.27E+00,2.26E+00
4.53E+06,2.2900377,2.265476107,2.270272536,2.27E+00,2.27E+00,2.26E+00
4.53E+06,2.290642801,2.266089098,2.270886847,2.27E+00,2.27E+00,2.26E+00
4.53E+06,2.291254943,2.266653364,2.27145975,2.27E+00,2.27E+00,2.26E+00
4.54E+06,2.291911114,2.267238997,2.272006023,2.27E+00,2.27E+00,2.27E+00
4.54E+06,2.292532855,2.267843881,2.272630776,2.27E+00,2.27E+00,2.27E+00
4.54E+06,2.293164423,2.268398004,2.273239568,2.27E+00,2.27E+00,2.27E+00
4.54E+06,2.293750223,2.269029321,2.273829347,2.27E+00,2.27E+00,2.27E+00
4.55E+06,2.294358346,2.269613317,2.274432913,2.27E+00,2.27E+00,2.27E+00
4.55E+06,2.295010809,2.270202198,2.274980231,2.27E+00,2.27E+00,2.27E+00
4.55E+06,2.295644461,2.270791558,2.275554086,2.28E+00,2.27E+00,2.27E+00
4.55E+06,2.296231997,2.271372293,2.276161328,2.28E+00,2.27E+00,2.27E+00
4.56E+06,2.29686653,2.271942334,2.276757298,2.28E+00,2.27E+00,2.27E+00
4.56E+06,2.297464963,2.272537181,2.277348375,2.28E+00,2.27E+00,2.27E+00
4.56E+06,2.298040077,2.273152523,2.277897759,2.28E+00,2.27E+00,2.27E+00
4.56E+06,2.298725043,2.273724276,2.278474228,2.28E+00,2.27E+00,2.27E+00
4.57E+06,2.299317779,2.274302015,2.27908369,2.28E+00,2.27E+00,2.27E+00
4.57E+06,2.299911977,2.274828323,2.279676342,2.28E+00,2.28E+00,2.27E+00
4.57E+06,2.300522458,2.275461424,2.280280201,2.28E+00,2.28E+00,2.27E+00
4.57E+06,2.301112605,2.276046683,2.280848227,2.28E+00,2.28E+00,2.27E+00
4.58E+06,2.301748943,2.276624856,2.281421369,2.28E+00,2.28E+00,2.27E+00
4.58E+06,2.302390923,2.277195862,2.281983703,2.28E+00,2.28E+00,2.28E+00
4.58E+06,2.302980537,2.277763229,2.282603315,2.28E+00,2.28E+00,2.28E+00
4.58E+06,2.303580635,2.278351039,2.283148119,2.28E+00,2.28E+00,2.28E+00
4.59E+06,2.304192219,2.278971818,2.283733677,2.28E+00,2.28E+00,2.28E+00
4.59E+06,2.304783724,2.279498472,2.284329537,2.28E+00,2.28E+00,2.28E+00
4.59E+06,2.30542176,2.280092027,2.284871282,2.28E+00,2.28E+00,2.28E+00
4.59E+06,2.30602428,2.280699966,2.285438984,2.29E+00,2.28E+00,2.28E+00
4.60E+06,2.30663224,2.281236396,2.286065426,2.29E+00,2.28E+00,2.28E+00
4.60E+06,2.307243522,2.281818251,2.286616924,2.29E+00,2.28E+00,2.28E+00
4.60E+06,2.307827612,2.282391458,2.287208183,2.29E+00,2.28E+00,2.28E+00
4.60E+06,2.308437103,2.282953541,2.287752102,2.29E+00,2.28E+00,2.28E+00
4.61E+06,2.309057757,2.283543227,2.288332504,2.29E+00,2.28E+00,2.28E+00
4.61E+06,2.30966943,2.284073243,2.288879747,2.29E+00,2.28E+00,2.28E+00
4.61E+06,2.310250649,2.28463631,2.289468199,2.29E+00,2.29E+00,2.28E+00
4.61E+06,2.310848475,2.285256641,2.290045961,2.29E+00,2.29E+00,2.28E+00
4.62E+06,2.311436148,2.285790029,2.290598489,2.29E+00,2.29E+00,2.28E+00
4.62E+06,2.312044456,2.28634917,2.291143814,2.29E+00,2.29E+00,2.28E+00
4.62E+06,2.312647369,2.286952848,2.291735031,2.29E+00,2.29E+00,2.29E+00
4.62E+06,2.313228334,2.287497091,2.292321472,2.29E+00,2.29E+00,2.29E+00
4.63E+06,2.313847651,2.288068593,2.292866262,2.29E+00,2.29E+00,2.29E+00
4.63E+06,2.314440923,2.288637389,2.293445864,2.29E+00,2.29E+00,2.29E+00
4.63E+06,2.315007452,2.289195061,2.293975108,2.29E+00,2.29E+00,2.29E+00
4.63E+06,2.315630339,2.289793173,2.294527172,2.29E+00,2.29E+00,2.29E+00
4.64E+06,2.316204081,2.290316878,2.295128771,2.29E+00,2.29E+00,2.29E+00
4.64E+06,2.316823062,2.290874314,2.295685657,2.30E+00,2.29E+00,2.29E+00
4.64E+06,2.317394888,2.291443997,2.296260129,2.30E+00,2.29E+00,2.29E+00
4.64E+06,2.317971305,2.292007374,2.296798023,2.30E+00,2.29E+00,2.29E+00
4.65E+06,2.318588103,2.292574559,2.297337447,2.30E+00,2.29E+00,2.29E+00
4.65E+06,2.319197221,2.293126977,2.297900113,2.30E+00,2.29E+00,2.29E+00
4.65E+06,2.319763188,2.293696124,2.298487949,2.30E+00,2.29E+00,2.29E+00
4.65E+06,2.320358431,2.294246755,2.299032815,2.30E+00,2.29E+00,2.29E+00
4.66E+06,2.32096537,2.29479849,2.299610343,2.30E+00,2.30E+00,2.29E+00
4.66E+06,2.321524274,2.295374919,2.30013658,2.30E+00,2.30E+00,2.29E+00
4.66E+06,2.322130166,2.295909638,2.300686736,2.30E+00,2.30E+00,2.29E+00
4.66E+06,2.322712386,2.296453906,2.301267224,2.30E+00,2.30E+00,2.29E+00
4.67E+06,2.323298475,2.29701503,2.301834528,2.30E+00,2.30E+00,2.30E+00
4.67E+06,2.323872413,2.297608642,2.302384861,2.30E+00,2.30E+00,2.30E+00
4.67E+06,2.324435947,2.298119116,2.302900126,2.30E+00,2.30E+00,2.30E+00
4.67E+06,2.325033554,2.298723426,2.303439935,2.30E+00,2.30E+00,2.30E+00
4.68E+06,2.325657453,2.299272381,2.304009142,2.30E+00,2.30E+00,2.30E+00
4.68E+06,2.326199747,2.299782863,2.304575557,2.30E+00,2.30E+00,2.30E+00
4.68E+06,2.326827676,2.300314174,2.305106844,2.30E+00,2.30E+00,2.30E+00
4.68E+06,2.327383643,2.300869258,2.305666124,2.31E+00,2.30E+00,2.30E+00
4.69E+06,2.327933449,2.301450586,2.306201067,2.31E+00,2.30E+00,2.30E+00
4.69E+06,2.328562092,2.301985118,2.306763555,2.31E+00,2.30E+00,2.30E+00
4.69E+06,2.329116135,2.302513972,2.307311403,2.31E+00,2.30E+00,2.30E+00
4.69E+06,2.329699381,2.303062956,2.30784127,2.31E+00,2.30E+00,2.30E+00
4.70E+06,2.330263538,2.303621894,2.308401734,2.31E+00,2.30E+00,2.30E+00
4.70E+06,2.33085693,2.304167129,2.308972844,2.31E+00,2.30E+00,2.30E+00
4.70E+06,2.331416401,2.304682785,2.309460353,2.31E+00,2.31E+00,2.30E+00
4.70E+06,2.332019133,2.305245766,2.310021962,2.31E+00,2.31E+00,2.30E+00
4.71E+06,2.332591254,2.305790482,2.310571672,2.31E+00,2.31E+00,2.30E+00
4.71E+06,2.333181257,2.306307493,2.311122744,2.31E+00,2.31E+00,2.30E+00
4.71E+06,2.333721085,2.306879315,2.311675305,2.31E+00,2.31E+00,2.31E+00
4.71E+06,2.334282829,2.307398108,2.312213369,2.31E+00,2.31E+00,2.31E+00
4.72E+06,2.334881062,2.307976616,2.312736148,2.31E+00,2.31E+00,2.31E+00
4.72E+06,2.335483336,2.308480531,2.313258381,2.31E+00,2.31E+00,2.31E+00
4.72E+06,2.336024854,2.308997534,2.313810394,2.31E+00,2.31E+00,2.31E+00
4.72E+06,2.336620431,2.309583897,2.314364237,2.31E+00,2.31E+00,2.31E+00
4.73E+06,2.337148427,2.310119776,2.314919628,2.31E+00,2.31E+00,2.31E+00
4.73E+06,2.33774537,2.310640727,2.315413531,2.32E+00,2.31E+00,2.31E+00
4.73E+06,2.338366723,2.31117795,2.315936851,2.32E+00,2.31E+00,2.31E+00
4.73E+06,2.338859979,2.311720007,2.316495028,2.32E+00,2.31E+00,2.31E+00
4.74E+06,2.339451818,2.312241006,2.317054404,2.32E+00,2.31E+00,2.31E+00
4.74E+06,2.34001783,2.312806368,2.317602224,2.32E+00,2.31E+00,2.31E+00
4.74E+06,2.340581746,2.313333443,2.318122462,2.32E+00,2.31E+00,2.31E+00
4.74E+06,2.341163778,2.31384656,2.318638299,2.32E+00,2.31E+00,2.31E+00
4.75E+06,2.341731015,2.314409177,2.319169153,2.32E+00,2.32E+00,2.31E+00
4.75E+06,2.342262982,2.314911836,2.319741762,2.32E+00,2.32E+00,2.31E+00
4.75E+06,2.342858442,2.315458219,2.320274156,2.32E+00,2.32E+00,2.31E+00
4.75E+06,2.343412447,2.315996623,2.320777986,2.32E+00,2.32E+00,2.31E+00
4.76E+06,2.34396483,2.316540466,2.321285914,2.32E+00,2.32E+00,2.32E+00
4.76E+06,2.344546744,2.317022468,2.321816131,2.32E+00,2.32E+00,2.32E+00
4.76E+06,2.345099905,2.317576293,2.322365881,2.32E+00,2.32E+00,2.32E+00
4.76E+06,2.345691422,2.318074126,2.322874744,2.32E+00,2.32E+00,2.32E+00
4.77E+06,2.346212265,2.318625436,2.323429439,2.32E+00,2.32E+00,2.32E+00
4.77E+06,2.346761345,2.319179623,2.323990323,2.32E+00,2.32E+00,2.32E+00
4.77E+06,2.347345855,2.319660381,2.324478556,2.32E+00,2.32E+00,2.32E+00
4.77E+06,2.347920054,2.320230686,2.32501217,2.32E+00,2.32E+00,2.32E+00
4.78E+06,2.348437434,2.320722112,2.325531423,2.33E+00,2.32E+00,2.32E+00
4.78E+06,2.34904467,2.321247001,2.326044445,2.33E+00,2.32E+00,2.32E+00
4.78E+06,2.349555345,2.321788304,2.326591895,2.33E+00,2.32E+00,2.32E+00
4.78E+06,2.350129745,2.322320144,2.327103525,2.33E+00,2.32E+00,2.32E+00
4.79E+06,2.350690793,2.322834708,2.32761739,2.33E+00,2.32E+00,2.32E+00
4.79E+06,2.351254652,2.323355379,2.328130721,2.33E+00,2.32E+00,2.32E+00
4.79E+06,2.351795351,2.323845965,2.328694606,2.33E+00,2.32E+00,2.32E+00
4.79E+06,2.352399213,2.324379347,2.329214422,2.33E+00,2.33E+00,2.32E+00
